0;0.2294666;0.001770196
1;0.2183645;0.001770491
2;0.1993414;0.003382775
3;0.1829288;0.006586251
4;0.1699252;0.01077867
5;0.158122;0.01724396
6;0.1483089;0.0239636
7;0.1398493;0.0303797
8;0.134838;0.03577104
9;0.1313253;0.03719783
10;0.1301892;0.03814843
11;0.1306968;0.03809811
12;0.1323243;0.03666299
13;0.1338309;0.03530829
14;0.1350394;0.03475667
15;0.1334764;0.03572319
16;0.1317281;0.03663719
17;0.1294722;0.03870392
18;0.1273694;0.04016506
19;0.1252746;0.04164084
20;0.1237358;0.04271394
21;0.1234538;0.04312421
22;0.1206661;0.04464682
23;0.118088;0.04710117
24;0.1133587;0.05021756
25;0.1123193;0.05046199
26;0.1103132;0.05175337
27;0.1091772;0.05263916
28;0.1088308;0.05184923
29;0.1067763;0.05355105
30;0.1057933;0.05461829
31;0.1055597;0.05406898
32;0.1059545;0.05314649
33;0.1064057;0.05353248
34;0.107453;0.05404253
35;0.1094914;0.05179497
36;0.1089758;0.05208242
37;0.1098056;0.05224329
38;0.1094834;0.05251933
39;0.1104341;0.05136163
40;0.1104582;0.05137354
41;0.1109336;0.05165821
42;0.11327;0.04919657
43;0.1132459;0.04998069
44;0.1132942;0.0501916
45;0.1138824;0.04917655
46;0.1156145;0.04759953
47;0.118515;0.04673416
48;0.1217055;0.04463822
49;0.1245495;0.04091807
50;0.128167;0.03866016
51;0.1325015;0.03572217
52;0.1363285;0.03304575
53;0.1395593;0.03099092
54;0.1448525;0.02610672
55;0.149179;0.02300646
56;0.1512497;0.020937
57;0.1529818;0.02017163
58;0.1546012;0.01941326
59;0.1589841;0.01696023
60;0.1648011;0.01241127
61;0.1717702;0.009426757
62;0.1790051;0.007123183
63;0.1879643;0.005146878
64;0.1972865;0.003875277
65;0.2265018;0.004843791
66;0.2199033;0.003495706
67;0.2390783;0.002708032
68;0.2607832;0.004036078
69;0.2933648;0.001467216
70;0.4138706;0.001412197
71;0.4156112;0.001572156
72;0.4155139;0.00324507
73;0.3844545;0.0007495809
74;0.2761637;0.0008239603
75;0.246676;0.0008964001
76;0.2294746;0.002357535
77;0.2202094;0.003259995
78;0.2494716;0.003558099
79;0.1998566;0.003663845
80;0.1896159;0.004616146
81;0.1824938;0.006598184
82;0.1753796;0.00930469
83;0.1678063;0.01185307
84;0.1613931;0.01486986
85;0.154569;0.01866228
86;0.1486956;0.02357132
87;0.1431929;0.0267472
88;0.1369247;0.03254721
89;0.12944;0.03853024
90;0.1227367;0.04442342
91;0.1174354;0.04664819
92;0.1132217;0.04959911
93;0.1091128;0.05185894
94;0.1061882;0.05369601
95;0.1034891;0.05495887
96;0.1015313;0.05622317
97;0.1009351;0.05583564
98;0.1010318;0.05480483
99;0.1004437;0.05606501
100;0.1001214;0.05638168
101;0.1028526;0.05526238
102;0.111272;0.05211959
103;0.1360949;0.03329162
104;0.1385441;0.03137568
105;0.1393175;0.03107043
106;0.1249846;0.04202289
107;0.1167666;0.04804617
108;0.133984;0.03544325
109;0.1478094;0.02392042
110;0.1549638;0.01970277
111;0.1574695;0.01721486
112;0.1552297;0.01868268
113;0.1515477;0.02172296
114;0.1466412;0.02480475
115;0.1427256;0.02798108
116;0.137247;0.0327908
117;0.1317684;0.03790986
118;0.1262253;0.04114871
119;0.1203761;0.04537683
120;0.1160254;0.04825006
121;0.1119326;0.05110252
122;0.1071791;0.05285009
123;0.1028043;0.05627578
124;0.09930771;0.05683322
125;0.09650391;0.05793643
126;0.09405465;0.05863681
127;0.09139594;0.0592447
128;0.09030021;0.05900671
129;0.08963149;0.0593208
130;0.08880972;0.05931516
131;0.08832627;0.05968193
132;0.08636851;0.06002651
133;0.08512776;0.06057467
134;0.08356475;0.06117541
135;0.08337137;0.06048075
136;0.08184059;0.06070942
137;0.08151028;0.06001191
138;0.08086574;0.0605895
139;0.08018896;0.06068262
140;0.07964111;0.06164182
141;0.07962498;0.06079607
142;0.07989086;0.06111307
143;0.07884348;0.06027169
144;0.07885155;0.06048689
145;0.07922217;0.06104359
146;0.07968139;0.06087549
147;0.080052;0.06092325
148;0.07989088;0.06046126
149;0.07968945;0.06033038
150;0.08031787;0.0608465
151;0.08013258;0.06116209
152;0.07984253;0.06151343
153;0.08015673;0.06011496
154;0.08021313;0.05994756
155;0.08131692;0.06036837
156;0.08156668;0.06083184
157;0.08116385;0.06150087
158;0.08019704;0.06142673
159;0.08064014;0.06013176
160;0.08258989;0.06004333
161;0.08232402;0.06040063
162;0.08300076;0.06083054
163;0.08378229;0.06117843
164;0.08420124;0.06051992
165;0.08526473;0.06003732
166;0.08668272;0.05970352
167;0.0869486;0.05988204
168;0.08751256;0.06036928
169;0.08779457;0.06044124
170;0.08844715;0.06009585
171;0.08971206;0.0591548
172;0.09960577;0.05685937
173;0.1222291;0.04374834
174;0.1014024;0.05631833
175;0.1020309;0.05597503
176;0.1098781;0.05274797
177;0.1621504;0.01465872
178;0.2109996;0.002539894
179;0.2206607;0.001788456
